job_id,job_title,company_name,location,salary,currency,experience_level,years_of_exp,education,employment_type,industry,skills,remote_work,job_posted_date,company_rating,applications,job_description,benefits,hiring_status
JOB2936,product manager,Apple Inc,"seattle, wa",,,,58,high school,Gig,Education,agile | Computer Vision | python | k8s | Excel | r,Remote,26-09-2025,1,,,Health+Dental,Open
,Business Intelligence Analyst,SalesForce,Remote,102500,INR,,,PHD,INTERNSHIP,automotive,"azure, computer vision, Statistics",Onsite,4.7.2024,,,I ZoerWuOigxobHxRNVjyOXdxs RDwxOnloCVSeyVFaAHzZaTtXDjfVcNWmpTZgajdDdb,"401k, Health",OPEN
JOB1053,Product manager,Apple,LONDON,216334,INR,MID,,Boot Camp,FREELANCE,Health Tech,"Spark, deep learning, GitHub, SQL, R, scrum, PySpark",Onsite,15.9.2025,6.6,many,vvcepRgzGpeICREVupkpZsKeqNqZZoYDgbCqfpLPXfxDzvmZOgaiRmlBHmJuOrGLia,,Open
JOB5165,SWE,Google,Bengaluru,42889,USD,principal,12,Bachelors,contract,education,agile / PySpark / tableau / Natural Language Processing / nlp,Maybe,07/20/2025,0,775,E CuuLHR FteUbedruLagQrPspDKPqWFYoLJYNoruhFYnqPueNJTnDjvIYeyrHKWXW,"Health, 401k, Stock",Active
,,,,,,,,,,,,,,,,,,
JOB5916,bi analyst,Oracle,,0,USD,mid,3 years,doctorate,full-time,fintech,Node;javascript;DL,,10.12.2025,4.5/5,-44, WAoybNxIZZfbpSgxcvNOXOXkGMgkrmCBoYcilZvojLadiNAXhaValldaBnpLvmfaBEP,Health+Dental,open
,AI engineer,infosys,"Boston, MA",157328,inr,SENIOR,,Master's,,Telecommunications,AWS | SQL Server | Scrum,NO,2.10.2024,N/A,many,gyWLWgVAehoJZQNldiryMJdKVcfLBkDSHYHnFUlkyzjAgHeBMlxAGLcKGHmsCYUSUJzHFCplZVOwxnwjYJsvgU,"PTO, Remote",on hold
JOB6240,product manager,salesforce,REMOTE,85892,GBP,entry,,MASTER,Gig,retail,k8s / CV / PySpark / GCP / MS Excel / scrum,hybrid,07-09-2025,0,100+,,N/A,active
,,,,,,,,,,,,,,,,,,
JOB5408,,Amazon,"New York, NY","$278,005",GBP,,,Masters,full-time,Retail Tech,"tableau, JS",NO,11/19/2025,6.9,,,"Health, 401k, Stock",closed
JOB3467,Cloud Architect,IBM,Work from Home,"$126,967",EUR,MANAGER,-2,ph.d,Gig,Management Consulting,k8s / PyTorch / NLP / DL,Remote,02-11-2024,,489,LvulRKAjkHLpajWGNTKjKiryYJwbZUjOaszaUzcaKpmAOPfQrAsCJnyRprBJTSzoBHhvl sbEKwkeWufoHCW UjWsrFYokELSgQ,,closed
,Business Intelligence Analyst,Meta,"New York, NY",108426,EUR,intermediate,-1,Associate,Intern,information technology,"['GIT', 'NLP', 'aws', 'agile']",YES,16-04-2025,,500+,hRpSbHAkaZPibgoWJLBgVDtdgxlzPnSv BNtJBUGxeHtbCQNP iQjEpiOBVipjmhkFHWcejDQOm,N/A,OPEN
JOB4069,AI engineer,,,110401,$,Sr.,0yrs,Doctorate,full-time,consulting,"['Node', 'K8s']",NO,2025-06-22,,many,,None,filled
JOB4625,Product Manager,Google,BERLIN,,inr,VP,-4,master,Part-time,telecom,"sql, TABLEAU, CV, JS, PyTorch, LINUX",1,15.12.2025,,1379,,,on hold
JOB2232,Cloud architect,Apple,"Bangalore, India","$497,240",$,Mgr,25,bachelor,,ecommerce,"GIT, Machine Learning, Statistical Analysis, Tensorflow, PYTHON, PYTORCH, nodejs, AGILE",Hybrid,24-06-2025,N/A,500+,udPKDaeDBawTOrLn Lsi rJ,,Filled
JOB6246,Cloud Architect,oracle,BERLIN,$0,USD,Junior,,MS,Freelance,HEALTHCARE,TensorFlow;excel;Collaboration,True,9/25/2025,,892,dLDazCjbncm MaUXkHEgSiuKbTUloemKNjxihUUefxDMiYNiuKfOvAfwWQNvhFjfkvnixPjcEeKXrHbYaPeBPdsxQanqDvzdPAxG,"Health, Dental, Vision",Active
JOB8180,Frontend Developer,MicroSoft,Hyderabad,0,EUR,SENIOR,5yrs,High School,contractor,MEDIA,tableau;linux;Tensorflow;Collaboration;statistics;Data Visualization,False,09/04/2025,0,many,ToMonAwS efQmAFJfPLDStBXuFFQYEgOt,"Stock Options, Health",Filled
JOB7669,Cybersecurity Analyst,,,172138,,manager,2 years,Associate,Internship,Management Consulting,DOCKER;SQL Server,Hybrid,09/09/2025,N/A,1455,FRjsGTMcfAHnujiW hd pyWZOhcvVzQyZxrQK sDZltkWWwxyHAjkCiCqhfetwFcgvDPIEdEPMnT,N/A,On Hold
,full stack developer,Tata Consultancy Services,"New York, NY",270701,EUR,junior,19,B.S.,Full Time,,r | Node.js | scrum | Tensorflow | Apache Spark | Java,Remote,04/20/2025,1,many,AJRpUYTyOxIVlJqIMixWZn LOlVYmsTjzEWnXrqwJKtwUlxsiltjaHuymRQkBPedtYespoVyKmkAkrirmD,Health+Dental,Closed
JOB8461,Product manager,I.B.M,"austin, tx","$388,001",inr,Manager,24,B.S.,Full Time,Tech,"machine learning, etl, LINUX, data pipeline",YES,18.7.2025,N/A,100+,jtgfvkGAnxaJMrIRwToEjQtrPUkR,"401k, Health",closed
JOB5634,Fullstack Developer,I.B.M,BANGALORE,$0,USD,mid,-2,MSc,Part-time,healthcare,"Deep Learning, PySpark, r, Data Visualization, Docker, Scrum, SQL, Statistics",hybrid,2025-06-21,9.6,,exrHeutbdh qqoSiSKUfghghaFgDswBnuCqTBZFzjUTIyzLHx sxCOPuAXTjzvkXyn NNFTVjJNqYCvCMfnCShfE,"Health, Dental, Vision",OPEN
JOB4271,software engineer,TCS,"Boston, MA",56066,USD,Entry,,BS,Gig,healthcare,"['Google Cloud', 'NLP']",Hybrid,2025-02-04,excellent,many,TEeJPawjLspchWIQqYDGhWrHDKUVYfP,None,CLOSED
JOB2327,Data engineer,AWS,remote,-2406,INR,junior,17 years,,PT,retail,"['kubernetes', 'DL', 'nodejs']",,08/20/2025,0,819,WQPLyymZvonoDKCEtJwmLHZc,N/A,
JOB8433,Fullstack Developer,SalesForce,new york,146626,INR,intermediate,,bachelor,Full-time,E-commerce,"['Azure', 'Natural Language Processing', 'PyTorch', 'python']",True,15-10-2025,excellent,many,,N/A,OPEN
JOB3683,Cloud Architect,Oracle,TORONTO,,usd,Lead,8,doctorate,CONTRACT,GAMING,,No,10/28/2025,3.4,,,N/A,active
JOB1147,BI Analyst,,boston,87948,USD,,,High School,Intern,EV,"data pipeline, Amazon Web Services, tensorflow, JAVA",No,16-11-2025,,many,,"401k, Health",
JOB9628,frontend dev,Facebook,"Bangalore, India","$31,343",$,mid,,Master's,Gig,Tech,Unix;python,,,,402,fPWxBzdSfGePX mjhifuOWWXAuwhdUbPRnpRurZLWiLSJQWSnBrysSr jhnOwmtmIHpxXSYiivKGHafBxSPyqUjNDAkdWVG,None,
JOB5500,ai engineer,Googl,boston,"$46,624",inr,entry level,88,doctorate,freelance,,react;machine learning;Node,No,21-10-2025,excellent,212,cL BGtWuPJcHrrDunTZFheJWqIJgLeDIrgLY WeJAa,N/A,OPEN
JOB3576,Security Analyst,,BOSTON,93203,USD,mid,59,PHD,Contract,technology,AZURE;Computer Vision;GCP;AGILE;scrum;ReactJS;PYTHON,yes,07-06-2024,,many,TCKwNe  FzBTKTnjXD QLIP UuRyNSOzOopgHXiiaZIPOSJQgDMgBxDUtWwFIGndYICB,"401k, Health",on hold
JOB2511,cybersecurity analyst,MicroSoft,,182801 USD,INR,,,M.S.,FREELANCE,Education,"['Data Pipeline', 'machine learning', 'node.js', 'DL', 'python', 'Excel', 'Docker']",Remote,2024-08-03,excellent,-23,idtNgbkAIMeZJZcOKxSbjTGTkwUbsGvFSvKnL nKdANqRPETdIDkjpSQvVPpUCBkUjyFaEjBVWShtY,N/A,CLOSED
JOB8107,DATA SCIENTIST,UBER,"Bangalore, India",0,$,Mgr,21,Masters,FT,Automotive,Node | LINUX | pytorch | Microsoft Excel | Tensorflow | node.js | JS | Spark,NO,09-06-2025,4.5/5,141,IpkroCDykNcDMJzyAcfqnhEZhsLGwHhjzcUzNG,None,filled
JOB2897,ML engineer,Uber,,$0,GBP,Mid-Level,5 years,doctorate,,Technology,"['agile', 'Communication']",Remote,2025-02-21,4,100+,,Health+Dental,Open
JOB7281,ML engineer,Airbnb,,-2612,INR,Lead,11,M.S.,contractor,,,True,23-01-2025,4.5/5,414,dljHlFAjFaXnJYVEDmkdecGwiVJN,,Active
JOB2005,Business Intelligence Analyst,salesforce,HYDERABAD,"$-4,847",USD,principal,,High School,full-time,entertainment,ML | Google Cloud | TABLEAU,onsite,04/05/2024,9.4,1371,,"Health, 401k, Stock",On Hold
,Data Analyst,MICROSOFT,london,441145,EUR,,11,Bachelors,FREELANCE,Banking,DataViz | Computer Vision | Agile | Statistical Analysis | statistics | Data Pipeline | Git,Remote,08/08/2025,0,many,,,closed
JOB2613,frontend dev,Uber,"Chicago, IL",35071,INR,principal,,high school,Contract,Entertainment,"['DOCKER', 'computer vision', 'R Programming']",True,15-08-2025,0,126,Nz NzMlzqmajxRSAryjcDrOuB VjBpcwnaItkzdSkrMZvwhFlCMSG,"Stock Options, Health",
,Product manager,netflix,"San Francisco, CA",-4517,GBP,CTO,-2,,,Retail Tech,Microsoft Excel | python | tensorflow | React | Linux | Deep Learning,NO,03/05/2025,,1274,texDkXmewrWzsIOFLawRvfPQBzcQIdR KEFShohx BFEDhEXaIDchAcucXNEhvnMs ErGDDoYFmYRsqdOVHXKtBqzrulT,"Health, Dental, Vision",CLOSED
JOB4158,backend developer,ORACLE,,"$-4,379",USD,Entry Level,-2,HS,Full Time,Banking,AGILE / LINUX / java / Node.js / CV / nodejs / GitHub / computer vision,NO,2024-10-14,0,-29,CnzWSRaXqgoiBoDNryPgFEQhnOrQsAMIcLUiqk xhfGXNbFRBlgbUCuzO,"Health, Dental, Vision",Closed
JOB9452,devops engineer,Salesforce,london,127910,GBP,entry,12,Doctorate,freelance,Automotive,NLP / azure / PYTHON / gcp / nlp,yes,7/22/2024,4.9,1146,VTxyfYEphePkMZKDGPuGyZRHGsbfCpdhMUXjBxXGYcCVMuRoEUUNwVYhPE sxiTMDtjxxhZwyZUItElayJzn RVYOBavRDBTWc,"Stock Options, Health",
,Data Analyst,APPLE,toronto,47946,INR,Mid,-4,,Freelance,,ML / Scrum / NLP / R,NO,2024-12-10,2.3,1013,TczszVY yklHwxSFugh RCQsYFLTHlGAjwTzzRjWHCmILCetzsxmBwNWDGgkrvvshByslnQPDwdZVrJTBGNKNESPpBEGTZk,"401k, Health",filled
JOB8645,frontend dev,Salesforce,CHICAGO,,INR,CPO,13,ph.d,freelance,HEALTHCARE,,yes,21.5.2025,0,1451,UnkqHsqVBiZtzrvLqVTISGEOlXIHgyTYHMEadLzzg,"401k, Health",
JOB9171,DA,ORACLE,San Francisco,0,USD,SENIOR,3,Ph.D,PART TIME,,Kubernetes | Google Cloud | LINUX,Hybrid,10/02/2025,N/A,70,,"Stock Options, Health",closed
JOB5378,Machine Learning Engineer,Oracle,boston,79973,inr,Sr.,73,BACHELOR,PT,ecommerce,,1,,N/A,,ZcNvxMMTjSnVbaKzLHPfekieeHwIphThYSJDnsNNg wWHJaZUBbJwFOBdkDkIUSaxDRHLCKvhcAiSRTDsypw,"Stock Options, Health",Open
JOB5001,DA,,"Berlin, Germany",401400,USD,Lead,,Associate's,Internship,Retail Tech,"['Docker', 'CV', 'ReactJS', 'PowerBI', 'DataViz']",no,22-01-2025,,1324,rNnMigaHnUuKwtynIUzSdrozMGjpwlxNvFD AKbBRujxHbHldZmzjVLrOLfojvOxXTEFXW zaSFXFxozhEF,None,Filled
JOB2749,Data Scientist,,"New York, NY",102627k,USD,entry level,5,coding bootcamp,contractor,E-Commerce,"TABLEAU, K8s, nlp, LINUX, PowerBI",1,2025-09-16,excellent,500+,EmVBxTjZJniiqTMZk YNK TylYhga zNDdxKdpTvSHaLUzjdzROTSWINHhQIODgorKrjxYAD zXUKEBZNEMQPuLCrRYIQb,,closed
JOB8333,Product manager,MICROSOFT,berlin,0 USD,,lead,14,Doctorate,FREELANCE,Finance,,1,9/8/2024,excellent,,yb NvMYBqAMXXnJVNxzvwzzjulaVTxXptofXjAeIcquVqHscdsSDQQnBEZdhvaLuWgFzvTxJURwqHWcLifIqKVuZzXKnCSgoGUYX,"401k, Health",
JOB6963,Full Stack Developer,infosys,boston,-1729,$,sr,2,ph.d,Full-time,,"['machine learning', 'Linux', 'Tensorflow', 'computer vision', 'JAVA', 'stats', 'PyTorch', 'gcp']",hybrid,12/26/2025,3,,x lwOy kHPuYClAeHeWJQuZqJCkPvqMVxDbPTkd,"Stock Options, Health",Open
JOB3925,software engineer,Tata Consultancy Services,"austin, tx",,,Mid,53,Associate's,Full-time,MedTech,powerbi;GitHub;Scrum;PySpark;Tableau,hybrid,2025-07-18,N/A,100+,lPUAqYWpxYQYQFePryOHyBALOYvxiHIgqlpyEMxmXtQfiqOgARnUDdibJRIbFQXySlPOWvKjtuILVgjuJnsvBzxnwJv,,closed
JOB1046,Data engineer,Apple Inc,BERLIN,169673 USD,USD,manager,17 years,12th,Contract,Finance,"Microsoft Excel, Java, PyTorch",NO,07/12/2024,3,100+,Kds jEBINOJv vzoYcrYAIkvtXSBJWnkN oRBaxiPDNKSSM PLlOojYdJOPheHMBDHPmRmLHOLh,None,
JOB7122,Backend developer,GOOGLE,SEATTLE,150025,USD,Junior,8 years,doctorate,Freelance,Telecommunications,K8s / DL / nodejs / SQL Server / java / PySpark / statistics / Amazon Web Services,Yes,2025-12-04,N/A,,JspH pklZRkBFUgMQQeLyyUgcZm,Health+Dental,
JOB1622,ML engineer,Infosys,"Bangalore, India",0,usd,Principal,-2,HS,FREELANCE,Auto Tech,agile | pytorch | linux | nlp,Remote,06/25/2025,4.5/5,100+,vy AyURECnDsGVaBjhyifsOm,"PTO, Remote",
JOB7437,Machine Learning Engineer,Salesforce,"Austin, TX",53487,,Director,15 years,high school,Full Time,Telco,K8s | DataViz,Remote,25-09-2025,4.5/5,,wGKnvspQhFUBSDqNDllLKWhLZjCHLODEXLJVCUwafucdoP KhdPkCtxGJDlIuBQKKcuwP,,On Hold
JOB6566,Data Engineer,META,"Boston, MA",252040,USD,Mgr,7,BS,INTERNSHIP,Telco,DOCKER / SQL / Excel / ReactJS / JAVA / Spark / excel,0,01/12/2025,1.4,100+,,"Health, Dental, Vision",CLOSED
JOB1173,ML Engineer,Microsoft,BERLIN,349091,usd,MID,,HS,part-time,FINANCE,sql;powerbi;java;AGILE;Agile,Hybrid,,,,xXgaBMvUfjzIMcRdlwDtxuLIpecZeXEaJcfDtMacspzKXmKje jVyVPzIJITrmFrT NnOsuJGNJiovfPlpXPTe,None,Closed
JOB5112,Backend developer,oracle,toronto,0,$,intermediate,93,Masters,FREELANCE,,GIT | spark | docker | NLP | GitHub | Statistics | Collaboration | Docker,,1/17/2024,3.9,500+,kjVOY POxFkvzgVEVDTcricTPjkthSsCcrycJXotcEgBDVpctaVGBewtqOErnbVlPcSg,,filled
JOB1717,Business Intelligence Analyst,TCS,,82495 USD,inr,director,15,master,,HEALTHCARE,Data Visualization;nodejs;DataViz;tensorflow,0,1/8/2025,N/A,705,,Health+Dental,Closed
JOB3498,bi analyst,IBM,SEATTLE,220496,INR,director,,Master's,FREELANCE,Video Games,Apache Spark;Git;DL;communication,YES,2/5/2025,1.2,187,,"Stock Options, Health",
JOB2338,Frontend Developer,wipro,WFH,188783 USD,EUR,lead,62,Ph.D,freelance,EV,"js, Spark, K8s, Statistical Analysis, azure, DL, AWS",NO,23.6.2025,0,100+,JRMRMaVXAqPJnM XTHHEbNjKPFllkKYttqqRgA vsRwZrXytDixpIKHLXWfeS,Health+Dental,
JOB1393,ML engineer,airbnb,,0,usd,DIRECTOR,5,Associate,PT,finance,"Tensorflow, GitHub, JS, AWS",Hybrid,20-01-2024,8.4,100+,UoAtoWQPTZPhhxQZRfwMhrgOsAzZFHhYWuDCACmeLBPQletkTtzhfWtTPhySDXwl,None,Open
JOB2312,ai engineer,TCS,Austin,58924,USD,Lead,18 years,MASTER,,Gaming,"['DataViz', 'python', 'azure', 'R', 'node.js', 'PowerBI', 'deep learning', 'ML']",onsite,20.4.2025,4.5/5,100+,B ftEnAKdjiCeTUKFJVPNzUwdKgpiZQMIKgbJizvwmVgObJnTbvgvnHje NuNJo,"Health, 401k, Stock",On Hold
JOB3165,AI engineer,SalesForce,BANGALORE,35324,GBP,Senior,22,Bachelors,Gig,fintech,data viz;Node;react;Amazon Web Services;Java;azure;PowerBI;stats,Remote,03/18/2025,1.1,,LLhyLthrFw kGVydRAAkEJOThBffPRmXBIthwshWnonLCbVxPjyTzTNhxnEfjDORrECLhHV XBxOnrskDDzWPtGPW,"PTO, Remote",Active
JOB7039,,google,Berlin,"$243,272",inr,Manager,84,bachelor,Internship,Media,statistics | PySpark | R | aws | Scrum | powerbi | Computer Vision,NO,19-02-2025,4.0,,NbGXlSFdoERdyckhKJBsSJ,"Health, 401k, Stock",
JOB3910,Data Analyst,AMAZON,CHICAGO,-4889,,,81,M.S.,,finance,kubernetes | R Programming | communication,Remote,14-08-2024,2.6,-37,oeRITJkTkvaXGpexhkfsVpWkjyVBzwWbTlnpHcowdrsBx,Health+Dental,
JOB4042,Software Engineer,GOOGLE,Work from Home,86714,USD,,-1,coding bootcamp,Gig,Automotive,AZURE / react / NLP,onsite,2025-05-19,0,500+,JqmQBblEOkqEftLr LaoqrkuPYdv,"PTO, Remote",active
JOB5544,data scientist,airbnb,"London, UK",314811,inr,senior,97,PhD,Gig,E-Commerce,Git / TensorFlow / CV / Node.js / sql / data viz / R / PySpark,Onsite,13-10-2025,8.9,1002,,Health+Dental,on hold
JOB4352,Data Analyst,Oracle,"SF, CA",76309,inr,Mid,-2,,,TELECOM,Tensorflow;stats,no,2024-02-28,,-8,glSUsTtHFXlkfgQQdMTqnJuuRfkKtjrFYnOaSpMKaM,,closed
JOB5550,BI Analyst,amazon,Work from Home,,GBP,mid level,11,Associate,freelance,banking,linux | DL | data viz | Docker,hybrid,03/24/2025,,,GbozcKnHZRTX HzzUNQcb,"401k, Health",Active
JOB3884,,TCS,Seattle,449643,USD,Mid,,Associate,freelance,,scrum | pytorch | Node.js | AGILE | Google Cloud,,27.5.2025,3.2,-38,jVN  Qa VjvAewbdyVbl vkVcsabElvynoETTxDPwm,"Health, 401k, Stock",Open
JOB1595,Machine Learning Engineer,INFOSYS,San Francisco,123054,EUR,MANAGER,5 years,Bachelors,Contractor,Telco,Node.js | docker | Computer Vision,yes,12/28/2025,2.6,1329,YwrbZDduUTkXfJlIksLZhANnDwaxATYlSsPRoviO,"PTO, Remote",open
JOB2513,DevOps engineer,Wipro,Bengaluru,113563 USD,$,manager,,Master's,fulltime,technology,"Data Pipeline, React, agile",yes,12/08/2025,2.0,500+,,"Health, 401k, Stock",on hold
JOB7368,DATA SCIENTIST,Accenture,"seattle, wa",,USD,LEAD,,ph.d,FT,banking,js;GitHub;Tableau;nodejs;SQL Server,,10/15/2024,,500+,fKufDIUIVSvB jIdwYuaPVTAWdWzcMijJuAbCdxhHfGP xlcdlDaCTUnW DcRYVCkw,,On Hold
JOB9660,,I.B.M,san francisco,33367,EUR,Sr,66,High School,freelance,Game Dev,Machine Learning;Excel;Data Visualization;Java;nodejs,NO,3/18/2025,0,,,Health+Dental,Closed
JOB2566,Full Stack Developer,Apple,chicago,173738,$,Junior,89,Masters,,retail,"['powerbi', 'kubernetes', 'Tableau', 'Deep Learning', 'DataViz', 'communication', 'pytorch']",onsite,11/8/2024,,500+,RvEqrrsAtEKbOjVawZEcpVBQwtMuwmxoxcvhvXwDpVdsHBkMGi,"Stock Options, Health",closed
JOB3313,Data analyst,uber,hyderabad,0,,VP,-3,Master's,Full-time,gaming,Data Pipeline | azure | Python,YES,,6.4,,,Health+Dental,OPEN
JOB6116,AI Engineer,wipro,"Boston, MA",79204,USD,CTO,-3,Ph.D,intern,finance,"React, computer vision, TABLEAU, ETL, python, Python, node.js, K8s",Remote,26.10.2024,3,1486,,N/A,CLOSED
JOB5247,Data analyst,Uber,"Seattle, WA",54568 USD,EUR,Sr,16,Ph.D,Contractor,Telecommunications,"['git', 'power bi', 'Linux']",Hybrid,28.8.2024,1.6,468,,"Health, Dental, Vision",Closed
,ML engineer,Wipro,HYDERABAD,100130,INR,lead,,Boot Camp,fulltime,E-commerce,"['powerbi', 'R', 'DataViz', 'etl', 'K8s']",True,05/15/2025,2.7,702,QwfysXzAggVwmGtOZYCkKyMNGuavq ShNvsfCXDhhijdHyFbLOYsXsfHYPJPDkhLYjTHYUds XfWjfcDjKrdTgIzFc,None,Open
JOB4568,Data engineer,amazon,,492640,,ENTRY,-1,doctorate,PART TIME,MEDIA,AWS / PowerBI / K8s / Scrum / ETL / PyTorch,YES,2025-05-19,excellent,,oSuhuGAScPgjmdyIFLOONYfdtpTuG,Health+Dental,OPEN
JOB1054,,APPLE,New York,211323,USD,,78,MASTER,,education,Tensorflow | Data Visualization | node.js | java | Natural Language Processing | JAVA,False,2025-11-14,1,100+,,,Open
JOB6502,Cloud architect,TCS,,198629,GBP,Principal,,BACHELOR,FT,Tech,,Hybrid,,,100+,,"Health, Dental, Vision",Open
JOB4736,Frontend developer,Accenture,san francisco,,GBP,Entry,20,Bachelor's,Gig,,,Remote,10.1.2025,1.8,620,,"401k, Health",OPEN
JOB7894,AI Engineer,Wipro,chicago,50030 USD,USD,MANAGER,-4,Associate,Part Time,FINANCE,sql;Data Visualization;Node;AWS,NO,8/24/2025,2.8,989,,"Health, 401k, Stock",
JOB3898,software engineer,accenture,"Seattle, WA",-3089,USD,LEAD,-1,HS,internship,education,GitHub | Git,Hybrid,9/23/2024,,,eqiNHBKVHnSbtyVGMZYwuwiLcwAcmGltTznSbM DkygOfjLVlWoGnNBzKWzKWRWlJxuVLfYXzPAWGBBqTH,"PTO, Remote",on hold
,DA,,"Boston, MA",147341,EUR,executive,,PhD,Contractor,FinTech,Machine Learning;SQL;Docker;react,0,01/22/2024,excellent,-43,,"401k, Health",Open
JOB1201,DevOps engineer,ORACLE,toronto,122905,,Sr,92,MS,part-time,,"Communication, TABLEAU, node.js, react, js, Agile, Excel",False,25.4.2024,0,-23,kCdSOAGBcTlKWalaXHRsyvnJBAfIFzP lhfFcGgFBhKDUEVZSoGGSluZVFHwfGbVBiOhSDLjtyrAhK,,on hold
JOB2513,DevOps engineer,Wipro,Bengaluru,113563 USD,$,manager,,Master's,fulltime,technology,"Data Pipeline, React, agile",yes,12/08/2025,2.0,500+,,"Health, 401k, Stock",on hold
JOB7332,Data analyst,ORACLE,San Francisco,"$50,662",inr,mid,10,MASTER,,tech,Java / python,Maybe,03-01-2025,2,500+,ytwvEepDsnevzlAfoZAeqmMwYvSKIkjQTDBYwuBrNeMSoVLehkFkEZVsBhDTaE,N/A,Filled
,,,,,,,,,,,,,,,,,,
JOB4422,devops engineer,APPLE,BANGALORE,177004,INR,,6,B.S.,PT,Retail Tech,"statistics, Google Cloud",Hybrid,7.3.2025,4.4,72,czPzgAfMEDAaBDcWlCHfNlVmbukADvdiEahMdynppRGGHfieOxMHMARoTaAEeG,N/A,on hold
JOB9496,ML Engineer,google,New York,432590,,executive,91,Boot Camp,PART TIME,gaming,pytorch / GitHub / Amazon Web Services,Onsite,06-06-2024,N/A,500+,,"Health, 401k, Stock",
,DevOps engineer,Netflix,toronto,141552,GBP,Entry,,PHD,Contract,Tech,powerbi / gcp / Deep Learning / Data Visualization,True,17-05-2025,0,,,"Health, 401k, Stock",filled
JOB1911,ML Engineer,microsoft,Hyderabad,72446 USD,usd,junior,-5,M.S.,Freelance,TELECOM,"kubernetes, Amazon Web Services",Maybe,2025-09-16,,,,"PTO, Remote",closed
JOB1562,Full Stack Developer,Amazon,Chicago,245472,USD,principal,24,B.S.,contractor,,gcp;GIT;machine learning;aws;Natural Language Processing;Spark;Java;R Programming,No,23-02-2024,0,403,LewOzSYOhvFenhoAsisKqlCkSThidzdsWxrMazDUoiugTxxtXhPOuydvXuffoVSheOVJfVsvvjbR,"PTO, Remote",active
JOB8167,Fullstack Developer,WIPRO,"Austin, TX",83443,INR,Senior,-5,HS,PART TIME,ecommerce,,hybrid,,N/A,,yMjPzXEeUEHZISAQXoxdbEgNlSvZqKhd HbBsOTZsbQOpdwSOKcWMVAwQVjixCjWlLqygmzuNZJjJlVoZk,"401k, Health",Closed
JOB8416,Data Engineer,Apple,"seattle, wa",,USD,director,7,High School,Contract,,nodejs;Statistics,Hybrid,2025-09-23,N/A,many,LGjmsAEIFCSuxyMftloJfaoSEZsQNUCOHGZwaGlqyWazSQeepuJuSpfbPTspA GmvmiomOOYrRMwKtPylU,N/A,On Hold
JOB1853,Data scientist,salesforce,,195233,USD,executive,-3,associate,Full-time,MedTech,DL / GIT / LINUX / JavaScript / tableau / r / Data Visualization,Maybe,2025-09-16,1.2,500+,,"PTO, Remote",active
JOB5884,product manager,,WFH,-2491,$,Lead,13yrs,12th,fulltime,Retail Tech,PYTHON | AGILE | R Programming | java | Azure,Maybe,2025-11-03,0,,yzKsfDVKLXywjeZrTUCPpXqyzpSskPbPZaNczg,None,open
JOB4067,Backend Developer,Apple,"Austin, TX",-4452,,MANAGER,,PHD,FT,E-commerce,nlp;deep learning;Java;Machine Learning;SQL;GCP;AWS,Remote,20.6.2025,4.5/5,690,uhguB Ykle RQ wWIXLPVhA,,
JOB9856,Data analyst,MICROSOFT,New York,0,,junior,11 years,,Gig,Telecommunications,"k8s, Azure, React, excel, PYTORCH, SQL, Docker, nodejs",Onsite,,,,ZXVqhOxUsBXExAxajRnczzeSSueFe,Health+Dental,OPEN
JOB8562,Product Manager,,HYDERABAD,"$-4,404",inr,ENTRY,-5,MSc,full-time,Media,,,1/18/2025,4.5/5,1031,,"401k, Health",closed
JOB6092,data engineer,AMAZON,TORONTO,88073,,Mid-Level,8yrs,Masters,CONTRACT,Health Tech,"Computer Vision, JS",,9/10/2025,,many,cmysixvgsqBfPnexCLLLVdCgqWTUeBiNbrsH,"Stock Options, Health",CLOSED
JOB5325,full stack developer,Infosys,"Berlin, Germany",97980k,EUR,CTO,9,high school,full-time,retail,,YES,1/25/2025,,-41,,N/A,CLOSED
,Machine Learning Engineer,I.B.M,boston,,inr,lead,15yrs,Bachelors,FULL TIME,education,"['spark', 'tensorflow', 'python']",,13-07-2024,N/A,500+,,,open
JOB9778,Data Scientist,ORACLE,Seattle,198688,USD,C-Level,,ph.d,Full Time,automotive,"GCP, GitHub, deep learning, azure, NLP, excel, Unix, javascript",NO,,excellent,,uzznboXE GEInRPdwtsdASReVhZgJcCgVLzIRzcgIUXIoVzWmoKMLuiDXPFY,,Open
,AI engineer,Infosys,,-3636,,Sr,0yrs,Boot Camp,Contractor,FinTech,"data pipeline, ReactJS, SQL, ETL, azure, PySpark, Statistics",no,09/06/2025,3.6,,YujAntxuJtTyfelpGquovYp giCUtukAlmJhLLZaBpKJZbhRCTcL,"Health, 401k, Stock",
JOB2384,BI Analyst,apple,LONDON,119793,,mid level,,master,CONTRACT,Gaming,"['sql', 'docker', 'javascript']",Yes,3.11.2024,N/A,many,iCmQOOGKWzzX nFPiOipMmrckGacZcpydSqhAnNr,N/A,
JOB5554,Software Engineer,meta,,403062,,CTO,-3,,Part-time,Education,"['AGILE', 'Machine Learning', 'Unix', 'DataViz']",hybrid,,excellent,100+,EJVEHDh aMnhUTQZsCZhBGUySimDxypxttYIdVN KMkANgGP,"Health, 401k, Stock",Filled
,Machine Learning Engineer,,"Berlin, Germany",-1785 USD,EUR,ENTRY,7 years,MSc,Intern,,"['js', 'Python', 'git', 'Git']",YES,01-10-2025,N/A,many,,"Health, Dental, Vision",Filled
